osm_ref,name,kind,municipality,province,latitude,longitude,alternative_names
node/12874748578,Eikenhof,suburb,Midvaal Local Municipality,Gauteng,-26.346820,28.041780,
node/1607243448,Eikepark,suburb,Randfontein Local Municipality,Gauteng,-26.182843,27.674118,
node/262705350,Eikepark,suburb,Randfontein Local Municipality,Gauteng,-26.178056,27.679444,
node/262705352,Ekangala,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.660556,28.730556,
node/262705401,Ekangala,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.698333,28.753056,
node/4268911386,Ekklesia,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.700846,28.286584,
node/262705421,Elandia,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.696389,28.569167,
node/262705448,Elandsfontein Rail,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.158341,28.204597,
node/262705455,Elandshaven,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.248611,28.128056,
node/262705468,Elandspark,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.240000,28.110556,
node/48246874,Elandspoort,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.740000,28.112778,
node/262705469,Elandsridge,suburb,Merafong City Local Municipality,Gauteng,-26.441111,27.372778,
node/262705471,Elarduspark,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.831389,28.261667,
node/262705676,Eldoradopark,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.295000,27.902778,
node/33102227,Eldoraigne,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.845146,28.157253,
node/4258241876,Eleadah,neighbourhood,Mogale City Local Municipality,Gauteng,-26.136764,27.738259,
node/262705677,Electron,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.240833,28.098333,
node/262705682,Elmapark,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.153611,28.157222,
node/262705684,Eloffsdal,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.711667,28.190556,
node/262705690,Elsburg,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.244167,28.198889,
node/262705701,Elspark,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.268056,28.231667,
node/252968821,Emmarentia,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.147222,27.995833,
node/262705820,Emndeni,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.242500,27.825000,Emdeni
node/262705864,Endicott,suburb,Lesedi Local Municipality,Gauteng,-26.296111,28.606389,
node/262720078,Endulweni,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.014722,28.223056,
node/3701335976,Ennerdale,town,City of Johannesburg Metropolitan Municipality,Gauteng,-26.414938,27.846326,
node/262705869,Ennerdale South,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.427500,27.868333,
node/1768504623,Erasmia,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.812375,28.094441,
node/262705975,Erasmus,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.816111,28.747222,
node/25456687,Erasmuskloof,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.815556,28.272500,
node/30157031,Erasmusrand,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.811667,28.254167,
node/262720107,Esselenpark,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.040028,28.246360,
node/262706037,Essexwold,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.160556,28.138611,
node/262706042,Estera,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.253611,28.190556,
node/262720110,Estherpark,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.100334,28.190193,
node/262720111,Ethafeni,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.025833,28.212222,
node/3875117704,Ethembeni Park,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.285632,28.251593,
node/262706052,Etlebeni,suburb,Westonaria Local Municipality,Gauteng,-26.405000,27.677500,
node/262720113,Etwatwa,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.116111,28.472500,
node/262720116,Evaton,town,Emfuleni Local Municipality,Gauteng,-26.529722,27.851389,
node/262706069,Evaton North,suburb,Emfuleni Local Municipality,Gauteng,-26.511944,27.855556,
node/1390562062,Evaton Small Farms,village,Emfuleni Local Municipality,Gauteng,-26.546194,27.850410,
node/262706087,Everleigh,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.189444,28.253889,
node/25456193,Faerie Glen,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.781667,28.307778,
node/96426546,Fairland,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.133611,27.944444,
node/262706181,Fairmount,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.143889,28.102222,
node/262706192,Falcon Ridge,suburb,Emfuleni Local Municipality,Gauteng,-26.596111,27.915278,
node/262706207,Farrar Park,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.246111,28.243056,
node/262706215,Farrarmere,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.164724,28.293882,
node/262706774,Farrarmere Gardens,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.159210,28.302187,
node/262706250,Ferndale,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.084722,27.989444,
node/12728286529,Ferreirasdorp,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.203656,28.033535,Ferreirastown;Ferreira's Camp
node/262706253,Ferryvale,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.429167,28.477500,
node/262706256,Finetown,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.415000,27.869722,
node/262706257,Finsbury,suburb,Randfontein Local Municipality,Gauteng,-26.205000,27.653056,
node/262706258,Fir Grove,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.658611,28.105278,
node/262706260,Fisher's Hill,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.178333,28.165000,
node/262706268,Fleurhof,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.198611,27.915833,
node/262706271,Flora Gardens,suburb,Emfuleni Local Municipality,Gauteng,-26.715833,27.813333,
node/249094574,Floracliffe,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.156389,27.920833,
node/262706272,Florauna,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.683056,28.161111,
node/249094593,Florida,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.175273,27.923329,
node/203980145,Florida Glen,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.162778,27.940556,
node/3793354287,Florida Glen,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.165258,27.941958,
node/249094594,Florida Hills,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.160556,27.927500,
node/262706274,Florida Lake,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.173611,27.896389,
node/249094595,Florida North,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.166944,27.933889,
node/262706275,Florida Park,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.158622,27.905108,
node/262706277,Fochville,suburb,Merafong City Local Municipality,Gauteng,-26.486667,27.493333,
node/262706278,Fontainebleau,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.101111,27.974722,
node/262706280,Fordsburg,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.205556,28.022222,
node/262706285,Forest Hill,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.254444,28.039444,
node/262706286,Forest Town,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.172778,28.036667,
node/30857433,Fourways,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.004472,28.004245,
node/262706293,Franklin Roosevelt Park,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.149167,27.986389,
node/262706297,Freeway Park,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.259167,28.238056,
node/262706528,Ga-Mokone,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.410278,28.165000,
node/262706571,Ga-Rankuwa,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.604167,28.005278,
node/262720333,Ga-Rankuwa,town,City of Tshwane Metropolitan Municipality,Gauteng,-25.588446,28.007511,
node/262706321,Gallo Manor,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.064167,28.078056,
node/25456661,Garsfontein,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.794444,28.300000,
node/262706584,Geduld,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.231157,28.427536,
node/1380940631,Geestveld AH,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-25.999254,28.417247,
node/262706586,Geluksdal,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.340556,28.361667,
node/262706588,Generaal Albertspark,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.290833,28.124167,
node/262706590,Georgetown,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.215556,28.169167,
node/262706591,Georginia,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.165278,27.879167,
node/262706593,Gerdview,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.176667,28.181667,
node/994616322,Gerhardsville,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.849541,28.026491,
node/26453407,Germiston,town,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.229444,28.180556,
node/262706594,Germiston South,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.224130,28.172588,
node/26610992,Gezina,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.717778,28.209722,
node/262706601,Gillview,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.263889,28.026389,
node/33102226,Glen Lauriston,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.825334,28.155754,
node/262706652,Glenanda,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.272222,28.037500,
node/262706654,Gleneagles,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.267500,28.053889,
node/262706686,Glenharvie,suburb,Westonaria Local Municipality,Gauteng,-26.390276,27.615832,
node/262706657,Glenhazel,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.140000,28.100833,
node/262706658,Glenmarais,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.075556,28.236389,
node/262706687,Glenvarloch,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.419268,28.461897,
node/262706692,Glenvista,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.282778,28.054722,
node/262706699,Goedeburg,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.142359,28.290769,
node/10765410541,Golden Fields Estate,village,City of Tshwane Metropolitan Municipality,Gauteng,-25.908000,28.169071,
node/262706706,Golf Park,suburb,Midvaal Local Municipality,Gauteng,-26.550556,28.033889,
node/262706750,Gordon's View,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.105833,28.396111,
node/262706764,Government Village,suburb,Randfontein Local Municipality,Gauteng,-26.204722,27.698056,
node/262720441,Gqagqeni,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.011111,28.224722,
node/262706787,Grasmere,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.424444,27.857500,
node/262706791,Green Hills,suburb,Randfontein Local Municipality,Gauteng,-26.161389,27.696111,
node/262706810,Green's Park,suburb,Merafong City Local Municipality,Gauteng,-26.493333,27.515278,
node/262706794,Greenfields,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.384167,28.127222,
node/252968820,Greenside,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.154722,28.012778,
node/262706840,Greymont,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.164167,27.967222,
node/259496717,Groblerpark,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.141111,27.855556,
node/262706845,Groeneweide,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.279167,28.230556,
node/25456677,Groenkloof,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.775278,28.218333,
node/313791892,Grootfontein Country Estates,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.880532,28.367775,
node/568337455,Grootvaly SH,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.256440,28.489678,
node/262706929,Haddon,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.258889,28.034167,
node/262706938,Halfway House,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-25.994902,28.128913,
node/262706950,Hamberg,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.170201,27.890271,
node/262706951,Hammanskraal,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.408333,28.287222,
node/262720474,Harmelia,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.138611,28.189722,
node/262706969,Hartebeestfontein,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.430000,27.885000,
node/4225943009,Hartebeesthoek,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.636905,28.080289,
node/25456675,Hatfield,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.750833,28.243056,
node/262706972,Hazeldene,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.251667,28.174167,
node/26517618,Hazelwood,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.776389,28.258611,
node/38592650,Heatherdale,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.662295,28.125513,
node/262706978,Hectorton,suburb,Randfontein Local Municipality,Gauteng,-26.167222,27.710833,
node/262720504,Heidelberg,town,Lesedi Local Municipality,Gauteng,-26.497222,28.359167,
node/3689204762,Hekpoort,village,Mogale City Local Municipality,Gauteng,-25.881084,27.618696,
node/259496720,Helderkruin,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.126944,27.866944,
node/1381019322,Helderstrome AH,suburb,Midvaal Local Municipality,Gauteng,-26.666942,28.057201,
node/4426144624,Helderwyk,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.269128,28.310257,
node/262706979,Helikonpark,suburb,Randfontein Local Municipality,Gauteng,-26.177778,27.684167,
node/262706984,Henley on Klip,suburb,Midvaal Local Municipality,Gauteng,-26.535278,28.061111,
node/33495770,Hennopspark,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.849722,28.174167,
node/262706985,Hermanstad,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.716389,28.161667,
node/262706989,Hesteapark,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.655833,28.139444,
node/262706990,Heuweloord,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.882222,28.113056,
node/27033536,Heuwelsig,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.870928,28.111728,
node/262706993,Highbury,suburb,Midvaal Local Municipality,Gauteng,-26.511111,28.046389,
node/262720572,Highlands North,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.142500,28.081111,
node/262720591,Highway Gardens,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.141667,28.180000,
node/262706997,Hillbrow,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.188056,28.048333,
node/25618804,Hillcrest,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.758063,28.241770,
node/262707015,Hillshaven,suburb,Westonaria Local Municipality,Gauteng,-26.365752,27.658258,
node/1607243445,Hillside,suburb,Randfontein Local Municipality,Gauteng,-26.236292,27.614629,
node/1383615036,Hillside AH,suburb,Randfontein Local Municipality,Gauteng,-26.220055,27.623729,
node/262707087,Home Lake,suburb,Randfontein Local Municipality,Gauteng,-26.172222,27.701667,
node/1380997918,Homelands AH,suburb,Midvaal Local Municipality,Gauteng,-26.636603,28.047197,
node/262720604,Homer,town,Emfuleni Local Municipality,Gauteng,-26.649167,27.891389,
node/262707093,Homestead,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.173611,28.188611,
node/262707099,Homestead Park,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.201447,27.998658,
node/262707119,Honeydew,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.082222,27.927778,
node/259496721,Honeyhill,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.141667,27.888056,
node/262707123,Hopefield,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.418333,27.818611,
node/259496722,Horison,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.151944,27.877500,
node/259496723,Horisonpark,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.138889,27.871944,
node/259496724,Horizon View,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.144167,27.867500,
node/262707124,Hospital View,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-25.987222,28.240833,
node/262707125,Houghton Estate,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.158194,28.058981,
